model,category,key_no,symbol,part_number,description
SX-3800,Receiver,,,ASX-135,Remote push switch (SPEAKER IND SP-A)
SX-6000,Receiver,,C12,CKDYF 1032 50,Ceramic 0.01 50V
SX-6000,Receiver,,,AXA-007-A,Dial Shaft Ass'y
SX-6000,Receiver,,S2,ASG-006-0,Mini switch (HIGH CUT)
TX-9500,Tuner,2-67,,ANE-078-C,Bottom plate
TX-6200,Tuner,1-3,,AMS-004-A,Side board (R)
TX-6200,Tuner,1-28,,AEB-031-0,Cushion
TX-6200,Tuner,1-49,,AAG-047-0,Dial scale
TX-6200,Tuner,1-51,,ANG-081-0,Dial scale holder (Bottom)
TX-5300,Tuner,12,,AAD-085-0,"Knob (FUNCTION, POWER)"
SA-710,Integrated Amplifier,,,AAB-221,Knob (VOLUME)
SA-710,Integrated Amplifier,,,AEC-327,Strein relief
SA-7700,Integrated Amplifier,,D2,AEL-307,LED (PEAK indicaror)
SA-7700,Integrated Amplifier,,FU3,AEK-408,Fuse 160mA (KC)
SA-706,Integrated Amplifier,,,AAB-180,"Knob (BALANCE, FUNCTION)"
SA-6700,Integrated Amplifier,,,ASK-122,Lever switch (TAPE MONITOR)
SA-6700,Integrated Amplifier,,T1,ATT-483,Power transformer (KU)
SA-606,Integrated Amplifier,,FU1,AEK-018,Fuse 1.25A (HG)
SA-606,Integrated Amplifier,,T1,ATT-485,"Power transformer (S,S/G)"
SA-606,Integrated Amplifier,,T2,ATT-488,"Power transformer (S,S/G)"
SA-606,Integrated Amplifier,,,AKP-020,"AC socket (AC OUTLET - S,S/G)"
SA-606,Integrated Amplifier,,,AAB-179,Knob (BASS)
SA-606,Integrated Amplifier,,Q4,2SB618A-R or Q,Transistor
SG-9500,Equalizer,,,AWG-036,Graphic EQ assembly
SG-9800,Equalizer,,,AAD-179,Knob B (EQUALIZER)
M-22,Amplifier,,,AKE-020,Terminal
M-22,Amplifier,,FU4,AEK-107,Fuse 0.5A (KL-type)
M-22,Amplifier,,D2,SIB01-04,Diode
M-22,Amplifier,,,ARG-013,Circuit diagram (for KL-type)
QA-800,Integrated Amplifier,,S1,ASK-004-0,Lever switch (LOUDNESS)
QA-800A,Integrated Amplifier,,S1,ASK-003-0,Lever switch (TAPE MON1)
QL-600,Integrated Amplifier,,,K72-007-3,Speaker Plug
QL-600,Integrated Amplifier,,,K72-015-A,Pin Plug
QC-800,Pre-Amplifier,,,A12-232-A,Knob for bass and treble
QC-800A,Pre-Amplifier,,,AWS-001-0,"Lever switch unit (OUTPUT,FILTERS)"
QC-800A,Pre-Amplifier,,,ANB-148-0,Front panel ass'y
QM-800,Amplifier,,,E22-017-0,Pilot lamp
QX-4000,Receiver,,,AEK-009-0,Fuse 1.5A for protection
QX-4000,Receiver,,,W52-004-0,Compound part for REC jack
QX-4000,Receiver,,,AKE-007-0,Metal sleeve
QX-8000,Receiver,,C4,C52-077-0,Electrolytic 2200 35V
QX-8000,Receiver,,,D11-003-E,AC Power Cord
QX-8000,Receiver,,,AHB-002-A,Top Pad for Packing
QX-8000A,Receiver,,PL3,E22-017-0,Pilot lamp for dial scale
QX-8000A,Receiver,,S4,ASG-003-0,Power switch (FW)
QX-9900,Receiver,,VR2,C85-056-B,"50k-A2, Mic mixing control"
QX-9900,Receiver,,,ANB-155-C,From panel ass'y
QX-9900,Receiver,,,AAC-023-A,Knob (BASS and TREBLE-FRONT)
H-R9000,8-Track Tape,A-38,,CBN-005-0,"Hex. Nut, M9"
H-R9000,8-Track Tape,B-58,,B33-671-B,Spring (Lock Plate Assembly)
H-R9000,8-Track Tape,B-77,,CNC-446-0,F.F. Lever
H-R99,8-Track Tape,,R1,Y05-249-J,"Resistor, RD¼VS560J 56Ω ±5% ¼W"
H-R99,8-Track Tape,2-75,VR2,CCS-040-0,Volume (Rec Level)
H-R99,8-Track Tape,2-64,,CAW-007-0,Counter
QX-646,Receiver,62,,AKC-016-0,Terminal strip (4P)
QX-646,Receiver,66,S2,ASC-050-A,Selector switch (MODE)
QX-747,Receiver,1-13,,ANH-168-A,Shield plate
QX-747A,Receiver,,,AAB-065,Knob (FRONT BASS)
QX-949,Receiver,1-49,,AWM-031-0,Decoder circuit assembly
QX-949,Receiver,2-11,,ANF-163-A,Dial scale holder
QX-949,Receiver,2-44,,ANF-154-0,P.C. board-held metal
QX-949,Receiver,2-83,,W72-092-C,Ferrite loopstick antenna holder assembly
QT-74,Reel To Reel Tape,3-3,,REB-022-0,Pilot lamp tube
QT-74,Reel To Reel Tape,4-39,,RKC-003-A,Terminal Strip (4P)
QT-74,Reel To Reel Tape,4-41,,RNE-356-0,Slide metal lever (A)
QT-74,Reel To Reel Tape,"6-6,6-31",,RXX-050-0,Brake arm assembly (R)
QT-6100,Reel To Reel Tape,2-34,,N62-528-0,Pinch arm raising metal (A)
QT-6100,Reel To Reel Tape,2-36,,N92-851-0,Nylon collar
QT-6100,Reel To Reel Tape,5-25,,RLA-197-0,Take-up pulley spacer
QT-74,Reel To Reel Tape,,S4,RSH-003-0,Rotary switch (MODE)
QT-6600,Reel To Reel Tape,0-5,,RHX-004-A,Accessories parts box
QT-6600,Reel To Reel Tape,2-3,,REB-022-0,Pilot lamp tube
QT-6600,Reel To Reel Tape,2-37,,W72-862-0,Pinch roller stopper assembly
QT-6600,Reel To Reel Tape,4-5,,B23-866-0,Teflon washer
QT-6600,Reel To Reel Tape,4-34,,N54-866-A,Slide spacer
QT-6600,Reel To Reel Tape,5-29,,RKC-002-0,1P terminal strip
QT-6600,Reel To Reel Tape,,R3,RD¼PS 332K,Carban film 3.3k
PL-12E,Turntable,2-23,,KXA-158-B,Spring (C) assembly
PL-12E,Turntable,2-26,,N93-007-A,Adaptor catch
PL-570,Turntable,,,PWG-011,Drive control assembly
PL-570,Turntable,,,PNB-064,Lock plate (B)
PL-15D,Turntable,1-48-3,,E31-147-0,Feet
PL-112D,Turntable,,,ART-154-0,Service manual  PL-112D
PL-518,Turntable,,,PWR-027,Power supply assembly (KUT)
PL-510A,Turntable,,,PXA-108,Hinge
PL-510A,Turntable,,,PXA-598,Elevation arm assembly
PL-510,Turntable,,,PNW-547,AS Cam shaft
PL-510S,Turntable,,,PHC-017,Upper board
PL-510S,Turntable,,,PNW-176,PU Plate
PL-510S,Turntable,,,B23-642,Washer
PL-117D,Turntable,,,PDG-004,"AC power cord (Q, QT model)"
PL-117D,Turntable,,,PXA-599,Main weight
PL-51A,Turntable,2-22,,KMM-093-A,Upper board
PL-51,Turntable,1-10,,KHA-146-B,Styrotector
PL-55X,Turntable,,,PNW-046-0,Stopper
PL-A45,Turntable,1-41,,KXA-502-C,Anti-skating assembly
PL-A45,Turntable,6-20,,KWM-014-C,Cam unit
PL-A45,Turntable,10-11,,RD½PS 333J,Carbon film resistor 33k ½W
PL-A45,Turntable,11-4,,N61-017-0,Motor cushion (A)
PL-A45,Turntable,13-28,,B71-625-A,Nut
PL-A45D,Turntable,1-12,,KNK-122-0,Start lever knob
PL-A45D,Turntable,11-25,,E11-125-A,Screwdriver
PLC-590,Turntable,,,PNR-045,Panel (Top)
PL-A505,Turntable,1-38,,KXA-263-E,Cam
PL-A505,Turntable,1-77,,KNA-452-A,Lever
PL-A505,Turntable,2-11,,KBK-015-0,Spring
PL-A505,Turntable,2-38,,KLA-459-A,Center shaft
PL-A505,Turntable,3-13,,KED-009-B,Felt
PL-A505,Turntable,4-14,,KBK-020-A,Plate spring B
PL-A505,Turntable,5-8,,KHX-026-A,Accessory box
